Colony,Date,Survey.Start,Survey.End,Sparrow,Hedge,Grass,Tree,Roof,Artificial.Surface,Bush,Bird.Feeder,Colony.Size,DistHdg,DistRf,Aflag
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,8,-1.148933098,-0.50180227,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,8,-1.148933098,-0.50180227,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,-0.018169001,-0.844920317,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,-0.018169001,-0.844920317,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,0.787001824,0.105718508,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,0.787001824,0.105718508,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,0.813902693,-0.305013978,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,0.813902693,-0.305013978,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,0.8315274,-0.385747636,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,0.8315274,-0.385747636,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,-0.919811907,-0.817168122,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,-0.538561666,-1.071479145,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,-0.356748899,-1.102763437,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,-0.313150939,-0.336802856,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,-0.223172172,-1.041708608,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,-0.103509688,-0.836846951,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,0,0.9,0.1,0,8,-0.000544294,0.264662897,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,8,0.264753927,-1.206708022,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,8,0.347311765,-0.710196025,0
Bearsden 4,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,8,0.743403865,-0.215702369,0
Bearsden 4,27/10/17,11:00,12:00,0,0.9,0.1,0,0,0,0,0,0,-1.148933098,-0.430655733,1
Bearsden 4,27/10/17,11:00,12:00,0,0.2,0.8,0,0,0,0,0,0,-1.148933098,-1.277349973,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0.3,0,0.7,0,0,0,0,-0.862299705,-0.082491833,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.699039261,-1.200652998,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,1,0,0,0,0,0,-0.471773302,-1.191065876,1
Bearsden 4,27/10/17,11:00,12:00,0,0,2,0,0,0,0,0,0,-0.451365747,0.943330211,1
Bearsden 4,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.407767788,1.814749134,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.355821283,-0.004281101,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.258421586,0.41452475,1
Bearsden 4,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.229665485,0.711725529,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.224099788,-0.957442853,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.167515203,0.068379191,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.143397182,-0.925149389,1
Bearsden 4,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.000544294,1.785987768,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.071809766,2.827956543,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,1,0,0,0,0,0,0.102421099,0.226818995,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,0.913157622,0.105213923,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.989222147,0.407460555,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,1.351920064,1.201677917,1
Bearsden 4,27/10/17,11:00,12:00,0,0,0,1,0,0,0,0,0,1.844484244,1.932317523,1
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.313150939,-1.019002267,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.313150939,-1.019002267,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.313150939,-1.019002267,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.313150939,-1.019002267,0
Bearsden 5,27/10/17,11:00,12:00,1,0.5,0,0,0,0,0.5,0,19,-1.002369745,-0.96097495,0
Bearsden 5,27/10/17,11:00,12:00,1,0.5,0,0,0,0,0.5,0,19,-1.002369745,-0.96097495,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,-0.724084898,-0.939782365,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,-0.724084898,-0.939782365,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,-0.684197403,-0.99478217,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,-0.684197403,-0.99478217,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,19,0.18683417,-1.010928901,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,1,0,0,0,0,19,0.18683417,-1.010928901,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-1.148933098,-0.553774562,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,-0.97454126,-0.47455466,0
Bearsden 5,27/10/17,11:00,12:00,1,1,0,0,0,0,0,0,19,-0.963409866,-0.893360512,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.79829419,-0.90547056,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.596073868,-1.223863925,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,-0.002399526,-1.23092812,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,1,0,0,0,19,0.249912069,-0.735929878,0
Bearsden 5,27/10/17,11:00,12:00,1,0,0,0,0,0,1,0,19,0.56344633,-0.064831345,0
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,0,1,0,0,-1.148933098,0.080993825,1
Bearsden 5,27/10/17,11:00,12:00,0,0.3,0.7,0,0,0,0,0,0,-1.148933098,-0.800012219,1
Bearsden 5,27/10/17,11:00,12:00,0,0.2,0,0,0,0.8,0,0,0,-1.148933098,-0.32872949,1
Bearsden 5,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.82241221,1.035164747,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.815918897,-0.372123831,1
Bearsden 5,27/10/17,11:00,12:00,0,1,0,0,0,0,0,0,0,-0.814991281,0.461451189,1
Bearsden 5,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.78623518,0.239433629,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.702749726,-0.51693983,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.684197403,1.788510695,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.643382292,-0.693040122,1
Bearsden 5,27/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.627612817,0.054250801,1
Bearsden 5,27/10/17,11:00,12:00,0,0.5,0,0,0.2,0.3,0,0,0,-0.42168203,0.347919482,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0.2,0,0,0.8,0,0,0,-0.359531747,-0.440242855,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.354893667,3.372908736,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.318716636,-0.403912709,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.272335828,0.264158312,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.166587586,-0.528545294,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.086812597,-0.339325783,1
Bearsden 5,27/10/17,11:00,12:00,0,0.2,0,0,0,0.8,0,0,0,0.027284191,0.820211382,1
Bearsden 5,27/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.520775987,1.282916161,1
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0.6,0,0.4,0,0,2,-0.144565819,-0.753030447,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0.6,0,0.4,0,0,2,-0.144565819,-0.753030447,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0.6,0,0.4,0,0,2,-0.144565819,-0.753030447,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,0,0.4,0.6,0,2,-0.771524951,-0.092224176,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,0,0.4,0.6,0,2,-0.771524951,-0.092224176,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0.5,0,0.5,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0.5,0,0.5,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,1,0,0,0,0,0,0,2,-1.085004518,-0.092224176,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0.5,0,0,0,0.5,0,0,2,-0.771524951,-0.753030447,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0.5,0,0,0,0.5,0,0,2,-0.771524951,-0.422627312,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0.3,0.7,0,0,0,0,0,2,-0.771524951,-0.092224176,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,0.5,0.5,0,0,2,-0.458045385,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.144565819,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.144565819,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,1,0,0,0,1,0,0,0,2,-0.144565819,-1.083433583,0
Bolivar Terrace,07/07/16,11.42,11.54,0,0.8,0,0,0,0.2,0,0,2,-1.085004518,-0.753030447,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.771524951,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,0,1,0,0,2,-0.771524951,-0.422627312,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.771524951,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0.2,0.8,0,0,0,0,0,2,-0.771524951,-0.092224176,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.771524951,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0.5,0,0,0,0.5,0,0,2,-0.771524951,-0.753030447,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.771524951,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.771524951,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,0,0.5,0.5,0,2,-0.771524951,-0.092224176,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,1,0,0,0,0,0,2,-0.458045385,0.568582095,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,1,0,0,0,0,0,2,-0.458045385,-0.092224176,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,1,0,0,0,0,0,2,-0.458045385,-0.422627312,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0.8,0,0,0.2,0,0,2,-0.458045385,-0.092224176,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,1,0,0,0,0,0,2,-0.458045385,-0.422627312,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0,1,0,0,0,2,-0.458045385,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,1,0,0,0,0,0,2,-0.144565819,-0.753030447,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0.8,0,0,0.2,0,0,2,-0.144565819,-0.092224176,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0.5,0,0.5,0,0,0,2,-0.144565819,-1.083433583,1
Bolivar Terrace,07/07/16,11.42,11.54,0,0,0,0.6,0,0.4,0,0,2,0.168913747,-0.753030447,1
Braefoot Avenue,08/06/16,12.04,12.1,1,0.9,0,0,0,0,0.1,1,8,-1.085004518,2.881404045,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.9,0,0,0,0,0.1,1,8,-1.085004518,2.881404045,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.9,0,0,0,0,0.1,1,8,-1.085004518,2.881404045,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.9,0,0,0,0,0.1,1,8,-1.085004518,2.881404045,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0.9,0.1,0,1,8,1.736311577,-1.083433583,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0.9,0.1,0,1,8,1.736311577,-1.083433583,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0.9,0.1,0,1,8,1.736311577,-1.083433583,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.5,0,0,0,0.5,0,1,8,-0.771524951,0.898985231,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.5,0,0,0,0.5,0,1,8,-0.771524951,0.898985231,0
Braefoot Avenue,08/06/16,12.04,12.1,1,1,0,0,0,0,0,1,8,-1.085004518,0.568582095,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0.4,0,0,0,0.6,0,1,8,-0.771524951,0.568582095,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,1,0,0,0,1,8,-0.458045385,1.890194638,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,0,1,1,8,0.482393313,1.559791502,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,0,1,1,8,0.482393313,1.559791502,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,1,0,0,0,0,1,0,1,8,0.482393313,1.229388366,0
Braefoot Avenue,08/06/16,12.04,12.1,0,1,0,0,0,0,0,1,8,-1.085004518,2.551000909,1
Braefoot Avenue,08/06/16,12.04,12.1,0,1,0,0,0,0,0,1,8,-1.085004518,1.229388366,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0,1,1,8,-0.771524951,1.229388366,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0.2,0,0,0,0.8,0,1,8,-0.771524951,1.559791502,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,-0.458045385,1.559791502,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,-0.458045385,-0.092224176,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0.5,0.5,1,8,-0.458045385,1.890194638,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,-0.458045385,1.559791502,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,-0.144565819,1.559791502,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0.2,0.8,1,8,-0.144565819,1.890194638,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0,1,1,8,-0.144565819,1.890194638,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,0.168913747,-0.092224176,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0.8,0.2,1,8,0.482393313,-0.092224176,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0.8,0.2,1,8,0.482393313,-0.092224176,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,0.482393313,0.568582095,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,0.795872879,0.898985231,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0.5,0.5,0,1,8,1.422832011,-1.083433583,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,1,0,1,8,1.422832011,0.238178959,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,1,0,0,1,8,1.422832011,-1.083433583,1
Braefoot Avenue,08/06/16,12.04,12.1,0,0,0,0,0,0.8,0.2,1,8,1.422832011,-0.092224176,1
Castlehill Road,10/06/16,11.33,11.56,1,0,1,0,0,0,0,0,8,0.168913747,1.890194638,0
Castlehill Road,10/06/16,11.33,11.56,1,0,1,0,0,0,0,0,8,0.168913747,1.890194638,0
Castlehill Road,10/06/16,11.33,11.56,1,0,1,0,0,0,0,0,8,0.168913747,1.890194638,0
Castlehill Road,10/06/16,11.33,11.56,1,0.9,0,0,0,0.1,0,0,8,-1.085004518,3.542210316,0
Castlehill Road,10/06/16,11.33,11.56,1,0.9,0,0,0,0.1,0,0,8,-1.085004518,3.542210316,0
Castlehill Road,10/06/16,11.33,11.56,1,0.9,0.1,0,0,0,0,0,8,-1.085004518,2.551000909,0
Castlehill Road,10/06/16,11.33,11.56,1,0.9,0.1,0,0,0,0,0,8,-1.085004518,2.551000909,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.1,0,0,0.9,0,0,8,-0.144565819,2.220597773,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.1,0,0,0.9,0,0,8,-0.144565819,2.220597773,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.9,0,0,0.1,0,0,8,0.482393313,1.229388366,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.9,0,0,0.1,0,0,8,0.482393313,1.229388366,0
Castlehill Road,10/06/16,11.33,11.56,1,0.9,0,0,0,0.1,0,0,8,-1.085004518,3.542210316,0
Castlehill Road,10/06/16,11.33,11.56,1,1,0,0,0,0,0,0,8,-1.085004518,3.542210316,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0,0,0,0.1,0.9,0,8,-0.771524951,1.890194638,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0,0,0,0.1,0.9,0,8,-0.771524951,1.890194638,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.1,0,0,0,0.9,0,8,-0.458045385,2.881404045,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0,0,0,0.1,0.9,0,8,-0.144565819,2.220597773,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0,0,0,0.1,0.9,0,8,-0.144565819,2.881404045,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.1,0,0.9,0,0,0,8,1.736311577,-1.083433583,0
Castlehill Road,10/06/16,11.33,11.56,1,0,0.1,0,0.9,0,0,0,8,1.736311577,-1.083433583,0
Castlehill Road,10/06/16,11.33,11.56,0,0.9,0.1,0,0,0,0,0,8,-1.085004518,2.551000909,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.1,0,0,0,0.9,0,8,-0.771524951,2.881404045,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.5,0,0,0.5,0,0,8,-0.144565819,2.220597773,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,0,1,0,0,8,0.168913747,2.551000909,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.5,0,0,0.5,0,0,8,0.168913747,1.890194638,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,0,1,0,0,8,0.482393313,1.559791502,1
Castlehill Road,10/06/16,11.33,11.56,0,0,1,0,0,0,0,0,8,0.795872879,1.559791502,1
Castlehill Road,10/06/16,11.33,11.56,0,0,1,0,0,0,0,0,8,0.795872879,1.890194638,1
Castlehill Road,10/06/16,11.33,11.56,0,0,1,0,0,0,0,0,8,0.795872879,1.890194638,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.5,0,0,0.5,0,0,8,1.109352445,2.881404045,1
Castlehill Road,10/06/16,11.33,11.56,0,0,1,0,0,0,0,0,8,1.422832011,0.568582095,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,1.736311577,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,2.363270709,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,2.990229842,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,2.990229842,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,2.990229842,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.1,0,0.9,0,0,0,8,2.990229842,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0.1,0,0.9,0,0,0,8,3.303709408,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,3.303709408,-1.083433583,1
Castlehill Road,10/06/16,11.33,11.56,0,0,0,0,1,0,0,0,8,3.617188974,-1.083433583,1
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.1,0,0,0,0.2,0,17,-1.148933098,-0.010336126,0
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.1,0,0,0,0.2,0,17,-1.148933098,-0.010336126,0
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.1,0,0,0,0.2,0,17,-1.148933098,-0.010336126,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0.5,0,0,0,0.5,0,17,-0.817774129,0.704156749,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0.5,0,0,0,0.5,0,17,-0.817774129,0.704156749,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0,0,0,1,0,0,17,-0.58587009,0.452873238,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0,0,0,1,0,0,17,-0.58587009,0.452873238,0
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.1,0,0,0.2,0,0,17,-1.148933098,-1.001846365,0
Duntocher 1,16/10/17,11:00,12:00,1,0.8,0.2,0,0,0,0,0,17,-1.148933098,0.954431089,0
Duntocher 1,16/10/17,11:00,12:00,1,0.9,0.1,0,0,0,0,0,17,-1.148933098,-0.777810463,0
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.2,0,0,0.1,0,0,17,-1.148933098,0.369112068,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0,1,0,0,0,0,17,-0.505167484,-0.201573978,0
Duntocher 1,16/10/17,11:00,12:00,1,0.7,0.3,0,0,0,0,0,17,-0.37344599,-0.719783147,0
Duntocher 1,16/10/17,11:00,12:00,1,0.4,0.2,0,0,0.4,0,0,17,-1.148933098,-1.080561681,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0,1,0,0,0,0,17,0.874197743,-0.984690462,0
Duntocher 1,16/10/17,11:00,12:00,1,1,0,0,0,0,0,0,17,-1.148933098,-0.79345261,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0.3,0,0.7,0,0,0,17,1.319453499,-0.823727731,0
Duntocher 1,16/10/17,11:00,12:00,1,0.8,0,0.2,0,0,0,0,17,-1.148933098,-0.256069198,0
Duntocher 1,16/10/17,11:00,12:00,1,0,0,0,1,0,0,0,17,1.918693537,0.385763385,0
Duntocher 1,16/10/17,11:00,12:00,1,0,1,0,0,0,0,1,17,2.179353678,-1.186020022,0
Duntocher 1,16/10/17,11:00,12:00,0,0.1,0,0,0,0.9,0,0,0,-1.148933098,-0.41905027,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.717591584,0.197553044,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,-0.36138698,-0.52349944,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,-0.320571869,0.115810215,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,-0.070115506,-0.692535537,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,0.024501342,0.595670896,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,1,0,0,0,0,0.047691746,0.48415753,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.057895524,1.231953039,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0.9,0,0,0.1,0,0,0,0.116335342,0.123883581,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.227649281,0.2197548,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.296292876,0.159204556,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,0.571794875,-0.108730271,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,0.746186713,0.592643384,1
Duntocher 1,16/10/17,11:00,12:00,0,0.2,0.8,0,0,0,0,0,0,-1.148933098,-0.034556223,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,1.061576207,1.406034989,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,0,1,0,0,0,1.06806952,0.638056066,1
Duntocher 1,16/10/17,11:00,12:00,0,0.1,0.5,0,0,0.4,0,0,0,-1.148933098,0.370625824,1
Duntocher 1,16/10/17,11:00,12:00,0,0,0,0,1,0,0,0,0,1.637625841,0.425121043,1
Duntocher 1,16/10/17,11:00,12:00,0,0,1,0,0,0,0,0,0,2.419606263,0.708698017,1
Duntocher 1,16/10/17,11:00,12:00,0,0.1,0.9,0,0,0,0,0,0,-1.148933098,-0.157170466,1
Duntocher 2,16/10/17,11:00,12:00,1,0,0,0,0,0.9,0.1,0,4,-0.978251725,2.582223471,0
Duntocher 2,16/10/17,11:00,12:00,1,0,0,0,0,0.9,0.1,0,4,-0.978251725,2.582223471,0
